Organization Code,Orgnazation Name,American Indian or Alaskan Native,Asian,Black or African American,Hispanic or Latino,White,Native Hawaiian or Other Pacific Islander,Two or More Races,Percent Minority,Year,% FREE AND REDUCED,K-12 COUNT,All Students Graduation Rate,All Students Completion Rate,Female Graduation Rate,Male Graduation Rate,Female Completion Rate,Male Completion Rate,Pupil/Teacher Ratio,T_Ind_F,T_Ind_M,T_Ind_T,T_As_F,T_As_M,T_As_T,T_Bl_F,T_Bl_M,T_Bl_T,T_Hi_F,T_Hi_M,T_Hi_T,T_Pac_F,T_Pac_M,T_Pac_T,T_Two_F,T_Two_M,T_Two_T,T_Whi_F,T_Whi_M,T_Whi_T,T_Total_Count,Total FTE,Average Salary
3130,PLATTE VALLEY RE-7,3,3,3,388,702,0,9,0.01,16,0.375,1108,0.963,0.963,0.974,0.952,0.974,0.952,13.65333333,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,64,15,79,81,80.5,48191
3140,WELD COUNTY S/D RE-8,13,14,12,1737,588,3,21,0.01,16,0.603,2209,0.741,0.756,0.823,0.671,0.839,0.685,17.582,0,1,1,2,1,3,1,1,2,19,7,26,0,0,0,0,0,0,84,28,112,144,139.47,47093
3145,AULT-HIGHLAND RE-9,4,1,0,268,571,0,9,0.01,16,0.47,853,0.961,0.974,1,0.929,1,0.952,14.29333333,0,0,0,0,0,0,0,0,0,4,4,8,0,0,0,0,0,0,41,13,54,62,59.16,40146
3146,BRIGGSDALE RE-10,0,5,0,20,154,0,2,0.01,16,0.323,167,0.933,0.933,1,0.889,1,0.889,9.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,8,19,19,18.92,38415
3147,PRAIRIE RE-11,0,0,0,9,205,0,3,0.01,16,0.296,203,0.917,1,0.889,1,1,1,11.865,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,15,4,19,20,18.29,41549
3148,PAWNEE RE-12,0,0,0,8,68,0,1,0.01,16,0.419,74,1,1,1,1,1,1,5.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,14,14,13.62,38348
3200,YUMA 1,0,1,5,436,362,0,3,0.01,16,0.618,759,0.891,0.909,0.967,0.8,1,0.8,20.8375,0,0,0,0,1,1,0,0,0,2,0,2,0,0,0,0,0,0,49,14,63,66,65.21,42629
3210,WRAY RD-2,2,2,2,193,470,0,6,0.01,16,0.573,628,0.863,0.863,0.862,0.864,0.862,0.864,13.35333333,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,35,14,49,50,49.28,37037
3220,IDALIA RJ-3,5,0,0,52,167,0,2,0.01,16,0.568,206,0.889,1,0.833,1,1,1,13.535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,3,18,18,16.4,40156
3230,LIBERTY J-4,0,0,0,11,68,0,1,0.01,16,0.308,65,0.889,0.889,1,0.667,1,0.667,8.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,10,10,9.25,36845
9030,MOUNTAIN BOCES,3,0,6,61,93,0,0,0.01,16,0.417,163,0.561,0.579,0.645,0.462,0.677,0.462,16.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,13,13,9.77,50145
9130,EXPEDITIONARY BOCES,0,10,11,44,295,0,33,0.01,16,0.066,393,1,1,1,1,1,1,14.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,7,28,28,26.26,44252
9170,COLORADO DIGITAL BOCES,36,17,110,235,1569,10,159,0.01,16,0.276,2136,0.461,0.49,0.477,0.44,0.513,0.46,26.73,1,0,1,1,0,1,1,0,1,2,0,2,0,0,0,0,0,0,49,11,60,65,66.11,40151
8001,CHARTER SCHOOL INSTITUTE,81,543,662,6845,7785,42,469,0.01,16,0.44,16201,0.498,0.513,0.53,0.466,0.54,0.485,18.62975,1,1,2,32,6,38,13,3,16,68,20,88,0,1,1,7,2,9,587,199,786,940,873.12,41051
9000,COLORADO SCHOOL FOR THE DEAF AND BLIND,1,11,15,84,78,1,13,0.01,16,0.634,194,0.19,0.19,0.222,0.167,0.222,0.167,5.59,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,27,8,35,37,36.31,51534
10,MAPLETON 1,61,155,163,5347,2729,18,265,0.688,15,0.627,8297,0.571,0.603,0.612,0.524,0.638,0.564,19.794,2,0,2,4,2,6,2,1,3,37,6,43,4,0,4,0,0,0,291,78,369,427,422.95,49527.57
20,ADAMS 12 FIVE STAR SCHOOLS,258,2028,795,15197,19985,48,976,0.491,15,0.393,38205,0.777,0.786,0.824,0.734,0.828,0.748,19.68826923,3,1,4,29,6,35,7,1,8,131,40,171,1,0,1,17,6,23,"1,469",409,"1,878","2,120",2063.74,57561.38
30,ADAMS COUNTY 14,51,21,200,6280,938,6,81,0.876,15,0.854,7003,0.642,0.65,0.747,0.554,0.751,0.566,20.43846154,3,0,3,6,1,7,8,2,10,45,22,67,1,0,1,0,0,0,232,74,306,394,387.86,52461.61
50,BENNETT 29J,8,2,9,224,822,0,35,0.253,15,0.303,1036,0.773,0.788,0.88,0.707,0.88,0.732,19.31333333,0,0,0,0,2,2,1,0,1,0,0,0,0,0,0,1,0,1,41,10,51,55,54.89,38883.72
60,STRASBURG 31J,7,9,6,140,852,3,19,0.178,15,0.227,960,0.87,0.87,0.878,0.863,0.878,0.863,16.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,12,58,58,54.15,42701.05
70,WESTMINSTER 50,40,418,117,7290,1465,11,163,0.846,15,0.832,8977,0.594,0.607,0.689,0.501,0.704,0.513,19.57368421,0,0,0,7,3,10,2,3,5,58,19,77,0,0,0,4,1,5,300,101,401,498,493.1,59040.02
100,ALAMOSA RE-11J,31,23,21,1435,688,6,33,0.692,15,0.646,2237,0.746,0.754,0.8,0.701,0.818,0.701,22.54,0,0,0,0,0,0,0,0,0,31,14,45,0,0,0,1,1,2,59,20,79,126,124.81,47571.9
110,SANGRE DE CRISTO RE-22J,9,1,7,82,203,1,4,0.339,15,0.56,291,0.957,0.957,0.917,1,0.917,1,11.72,0,0,0,0,0,0,0,0,0,2,2,4,0,0,0,0,0,0,18,4,22,26,26.49,36887.92
120,ENGLEWOOD 1,24,23,66,1159,1436,5,141,0.497,15,0.584,2640,0.469,0.495,0.538,0.406,0.553,0.441,19.78555556,0,0,0,0,0,0,0,0,0,4,2,6,0,0,0,0,0,0,146,39,185,191,180.74,52439.25
123,SHERIDAN 2,11,28,59,1197,207,4,32,0.865,15,0.901,1377,0.759,0.759,0.864,0.688,0.864,0.688,18.51,0,0,0,0,1,1,2,0,2,9,1,10,0,0,0,0,0,0,76,12,88,101,95.25,50503.29
130,CHERRY CREEK 5,309,4661,6162,10334,29701,133,3395,0.457,15,0.296,52919,0.872,0.883,0.902,0.843,0.91,0.859,20.22921875,7,0,7,37,9,46,55,25,80,134,47,181,1,0,1,49,18,67,"2,090",692,"2,782","3,164",3043.82,67939.69
140,LITTLETON 6,71,504,190,2740,11597,15,663,0.265,15,0.18,15096,0.875,0.897,0.913,0.833,0.927,0.864,24.44652174,1,0,1,8,1,9,2,2,4,31,5,36,0,0,0,4,1,5,631,196,827,882,843.48,64738.93
170,DEER TRAIL 26J,0,0,0,41,144,0,4,0.238,15,0.479,167,1,1,1,1,1,1,15.905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,14,14,12.04,38763.34
180,ADAMS-ARAPAHOE 28J,283,2005,7773,22539,7489,252,1908,0.823,15,0.66,40429,0.59,0.599,0.634,0.551,0.642,0.562,21.93135593,2,1,3,37,9,46,58,24,82,151,60,211,4,0,4,28,6,34,"1,495",462,"1,957","2,337",2288.12,54230.2
190,BYERS 32J,34,28,145,1542,1240,11,35,0.591,15,0.415,2994,0.791,0.813,0.804,0.782,0.804,0.821,92.27714286,0,0,0,1,1,2,1,0,1,1,0,1,0,0,0,0,0,0,64,21,85,89,72.4,38767.04
220,ARCHULETA COUNTY 50 JT,87,18,12,383,838,5,29,0.389,15,0.519,1372,0.92,0.92,0.976,0.881,0.976,0.881,16.27333333,0,0,0,1,0,1,0,0,0,6,1,7,0,0,0,0,0,0,54,24,78,86,84.14,43407.47
230,WALSH RE-1,3,0,1,27,143,0,2,0.188,15,0.592,142,0.917,0.917,1,0.875,1,0.875,13.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,13,13,13.11,37643.15
240,PRITCHETT RE-3,0,0,0,5,45,0,0,0.1,15,0.574,47,1,1,0,1,0,1,5.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,11,11,10.13,24921.81
250,SPRINGFIELD RE-4,3,0,1,43,245,0,15,0.202,15,0.685,260,0.897,0.897,0.857,0.933,0.857,0.933,9.505,1,0,1,0,0,0,0,0,0,1,1,2,0,0,0,1,0,1,16,5,21,25,32.33,28832.27
260,VILAS RE-5,1,0,0,14,37,0,0,0.289,15,0.784,51,0.111,0.222,0.25,0,0.25,0.2,6.69,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,6,1,7,9,7.88,32674.29
270,CAMPO RE-6,0,0,0,0,32,0,5,0.135,15,0.71,31,0.857,0.857,1,0.667,1,0.667,3.925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,11,11,9.65,34165.03
290,LAS ANIMAS RE-1,2,1,2,238,281,0,9,0.473,15,0.793,497,0.861,0.861,0.895,0.824,0.895,0.824,19.6825,0,0,0,0,0,0,0,0,0,5,3,8,0,0,0,0,0,0,18,7,25,33,31.73,36609.27
310,MC CLAVE RE-2,0,0,0,0,257,0,5,0.019,15,0.531,239,1,1,1,1,1,1,12.33,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,4,23,24,21.23,34348.23
470,ST VRAIN VALLEY RE 1J,140,1005,284,9279,20370,55,643,0.359,15,0.319,30379,0.818,0.835,0.87,0.767,0.877,0.794,23.3972549,7,1,8,12,4,16,1,4,5,76,19,95,1,0,1,1,0,1,"1,250",373,"1,623","1,749",1704.88,52941.08
480,BOULDER VALLEY RE 2,116,1793,294,5759,21605,43,1637,0.309,15,0.217,30331,0.923,0.935,0.951,0.895,0.961,0.91,19.38070175,2,1,3,16,6,22,6,5,11,116,37,153,2,0,2,13,7,20,"1,190",418,"1,608","1,819",1679.73,71574.2
490,BUENA VISTA R-31,10,8,9,119,845,1,24,0.168,15,0.401,934,0.781,0.802,0.913,0.66,0.913,0.7,13.4125,0,0,0,0,0,0,0,0,0,2,1,3,0,0,0,0,0,0,44,20,64,67,61.57,45685.51
500,SALIDA R-32,5,7,7,174,964,1,39,0.195,15,0.383,1134,0.75,0.75,0.776,0.714,0.776,0.714,13.635,0,0,0,0,0,0,0,0,0,2,4,6,0,0,0,0,0,0,51,23,74,80,78.58,41080.61
510,KIT CARSON R-1,0,1,1,18,106,0,2,0.172,15,0.539,128,0.8,0.8,1,0,1,0,8.13,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,10,5,15,16,15.75,36602.13
520,CHEYENNE COUNTY RE-5,0,1,1,31,150,0,0,0.18,15,0.567,171,0.846,0.846,1,0.714,1,0.714,9.845,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,14,4,18,19,18.47,36841.22
540,CLEAR CREEK RE-1,8,9,4,79,759,2,35,0.153,15,0.229,820,0.689,0.738,0.714,0.667,0.75,0.727,13.63,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,50,16,66,68,66,43230.84
550,NORTH CONEJOS RE-1J,4,0,10,550,410,0,3,0.58,15,0.687,977,0.833,0.833,0.821,0.846,0.821,0.846,14.35,0,0,0,0,0,0,0,0,0,16,6,22,0,0,0,0,0,0,33,18,51,73,72.37,41140.85
560,SANFORD 6J,2,0,0,117,249,0,4,0.331,15,0.56,352,1,1,1,1,1,1,13.865,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,2,2,15,8,23,27,26.37,41084.51
580,SOUTH CONEJOS RE-10,4,0,1,196,15,0,0,0.931,15,0.931,216,0.889,0.889,0.833,0.917,0.833,0.917,9.93,0,0,0,0,0,0,0,0,0,11,4,15,0,0,0,0,0,0,2,4,6,21,20.85,37947.62
640,CENTENNIAL R-1,0,0,1,207,21,0,0,0.908,15,0.85,213,0.769,0.769,0.8,0.75,0.8,0.75,11.5,0,0,0,0,0,0,0,0,0,7,3,10,0,0,0,0,0,0,7,3,10,20,19.81,36613.69
740,SIERRA GRANDE R-30,0,0,1,203,73,1,12,0.748,15,0.862,290,0.941,1,1,0.9,1,1,13.9,0,0,0,0,0,0,0,0,0,7,7,14,0,0,0,0,0,0,6,2,8,22,20.83,39184.77
770,CROWLEY COUNTY RE-1-J,7,0,2,183,246,0,7,0.447,15,0.717,445,0.848,0.848,0.909,0.818,0.909,0.818,15.32333333,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,19,8,27,29,29.95,35064.84
860,CUSTER COUNTY SCHOOL DISTRICT C-1,6,1,1,7,368,0,10,0.064,15,0.507,365,0.727,0.818,0.786,0.684,0.929,0.737,12.05666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,8,33,33,32.09,36633.67
870,DELTA COUNTY 50(J),41,76,30,1057,3687,5,88,0.26,15,0.561,4704,0.825,0.83,0.879,0.783,0.879,0.792,23.36058824,2,1,3,1,1,2,0,1,1,7,6,13,0,0,0,0,0,0,196,82,278,297,284.48,41348.31
880,DENVER COUNTY 1,580,2947,12158,50725,20511,197,3116,0.773,15,0.691,85239,0.648,0.669,0.713,0.585,0.725,0.616,15.15467005,17,5,22,70,20,90,160,86,246,722,235,957,2,2,4,127,45,172,"3,373","1,092","4,465","5,956",6009.29,50247.36
890,DOLORES COUNTY RE NO.2,6,0,0,15,257,0,5,0.092,15,0.523,262,0.813,0.813,0.857,0.778,0.857,0.778,11.33666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,5,23,23,22.02,38218.86
900,DOUGLAS COUNTY RE 1,282,2896,834,9211,50521,82,3070,0.245,15,0.122,65033,0.9,0.909,0.921,0.879,0.928,0.889,20.83829545,4,2,6,30,2,32,8,3,11,78,27,105,0,5,5,0,0,0,"2,633",684,"3,317","3,476",3362.11,51274.18
910,EAGLE COUNTY RE 50,37,67,33,3534,3019,3,111,0.556,15,0.411,6559,0.815,0.82,0.835,0.797,0.84,0.802,15.25277778,0,0,0,3,1,4,0,0,0,28,4,32,1,0,1,2,0,2,326,91,417,456,439.08,49060.76
920,ELIZABETH C-1,13,9,7,226,2140,4,82,0.137,15,0.18,2352,0.876,0.876,0.947,0.824,0.947,0.824,48.25125,0,1,1,0,1,1,0,0,0,3,1,4,0,0,0,0,0,0,117,35,152,158,146.75,38419.24
930,KIOWA C-2,0,0,1,37,243,1,4,0.15,15,0.368,266,0.963,0.963,1,0.923,1,0.923,13.66666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,4,21,21,21.16,33715.33
940,BIG SANDY 100J,4,0,0,31,253,2,11,0.16,15,0.435,276,0.8,0.8,0.9,0.733,0.9,0.733,11.24,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,18,10,28,29,26.18,39278.37
950,ELBERT 200,2,1,0,10,193,0,7,0.094,15,0.32,197,0.913,0.913,0.889,0.929,0.889,0.929,10.33,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,16,4,20,22,20.4,39477.79
960,AGATE 300,0,0,0,1,2,0,0,0.333,15,1,3,0,0,0,0,0,0,1.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,2.97,24699.07
970,CALHAN RJ-1,1,2,65,34,352,0,6,0.235,15,0.443,436,0.848,0.848,0.882,0.813,0.882,0.813,15.48666667,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,21,8,29,31,28.73,47444.21
980,HARRISON 2,110,249,1762,5663,3106,118,769,0.736,15,0.69,11777,0.808,0.822,0.865,0.746,0.874,0.766,17.5112,2,2,4,9,4,13,33,5,38,26,8,34,4,0,4,11,7,18,486,143,629,740,732.65,42248.88
990,WIDEFIELD 3,57,110,860,2601,4757,132,918,0.496,15,0.503,9008,0.779,0.782,0.839,0.72,0.842,0.723,17.410625,3,0,3,3,2,5,10,5,15,21,6,27,3,0,3,14,0,14,362,104,466,533,526.1,44918.99
1000,FOUNTAIN 8,72,110,928,2150,3937,124,734,0.511,15,0.508,7680,0.819,0.831,0.845,0.793,0.85,0.812,16.24461538,2,2,4,11,1,12,12,11,23,27,11,38,1,0,1,0,0,0,345,88,433,511,506.16,48090.47
1010,COLORADO SPRINGS 11,220,464,2132,8372,14578,106,2065,0.478,15,0.589,27281,0.685,0.7,0.744,0.631,0.753,0.653,16.53464286,4,2,6,17,6,23,29,20,49,92,30,122,3,2,5,20,5,25,"1,102",353,"1,455","1,685",1641.57,48023.75
1020,CHEYENNE MOUNTAIN 12,20,207,142,755,3666,8,306,0.282,15,0.141,4965,0.957,0.967,0.98,0.93,0.99,0.942,15.79909091,2,0,2,1,0,1,0,1,1,7,5,12,0,0,0,2,0,2,249,84,333,351,350.82,44267.55
1030,MANITOU SPRINGS 14,9,17,23,122,1251,3,67,0.162,15,0.258,1451,0.843,0.884,0.882,0.814,0.902,0.871,14.3375,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,60,40,100,102,101.4,41284.34
1040,ACADEMY 20,107,949,773,3256,18371,71,1536,0.267,15,0.135,24707,0.902,0.911,0.92,0.885,0.927,0.895,16.69861111,4,0,4,14,0,14,10,4,14,76,17,93,1,0,1,21,2,23,"1,090",327,"1,417","1,566",1484.28,47511.75
1050,ELLICOTT 22,9,7,51,310,650,3,20,0.381,15,0.697,960,0.895,0.912,0.929,0.862,0.964,0.862,13.37,0,0,0,0,1,1,0,1,1,3,2,5,0,0,0,0,0,0,47,21,68,75,75.24,39813.88
1060,PEYTON 23 JT,5,13,18,81,525,1,21,0.209,15,0.299,639,0.864,0.864,0.957,0.814,0.957,0.814,16.335,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,31,11,42,43,42.43,39412.78
1070,HANOVER 28,2,0,9,67,176,0,5,0.321,15,0.776,241,0.833,0.833,0.875,0.75,0.875,0.75,12.645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,6,20,20,20.15,38895.84
1080,LEWIS-PALMER 38,39,145,64,646,5168,7,274,0.185,15,0.115,6106,0.957,0.959,0.949,0.963,0.953,0.963,17.24666667,2,0,2,0,0,0,0,0,0,7,3,10,0,0,0,10,2,12,282,70,352,376,353.36,45929.44
1110,FALCON 49,133,421,1096,5131,12281,91,1408,0.403,15,0.349,20269,0.57,0.58,0.591,0.549,0.597,0.563,21.45227273,5,1,6,6,7,13,10,6,16,25,10,35,3,0,3,6,3,9,664,184,848,930,932.57,42534.44
1120,EDISON 54 JT,1,5,0,9,192,1,8,0.111,15,0.367,207,0.548,0.548,0.4,0.688,0.4,0.688,5.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,12,12,12.1,37534.14
1130,MIAMI/YODER 60 JT,1,0,1,68,213,0,8,0.268,15,0.652,264,0.882,0.882,1,0.778,1,0.778,13.885,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,13,7,20,21,20.86,35689.14
1140,CANON CITY RE-1,25,22,20,492,2983,2,128,0.188,15,0.569,3672,0.752,0.768,0.795,0.704,0.801,0.732,21.40777778,0,0,0,0,0,0,1,0,1,2,5,7,0,0,0,0,0,0,164,63,227,235,227.23,46679.47
1150,FREMONT RE-2,4,8,5,224,1022,1,42,0.218,15,0.563,1306,0.711,0.727,0.758,0.661,0.79,0.661,13.9725,0,0,0,0,0,0,0,0,0,5,2,7,0,0,0,0,0,0,63,26,89,96,94.83,41396.11
1160,COTOPAXI RE-3,1,1,0,14,180,0,7,0.113,15,0.487,189,0.9,0.9,1,0.75,1,0.75,10.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,7,20,20,19.94,39083.05
1180,ROARING FORK RE-1,17,42,16,3060,2364,4,98,0.578,15,0.403,5407,0.822,0.827,0.897,0.761,0.902,0.765,14.5125,0,0,0,2,0,2,0,0,0,17,5,22,0,0,0,0,0,0,264,73,337,361,347.2,49497.36
1195,GARFIELD RE-2,18,18,11,2155,2550,2,93,0.474,15,0.538,4677,0.83,0.836,0.901,0.756,0.907,0.763,16.895,0,0,0,1,0,1,0,0,0,5,2,7,0,0,0,0,2,2,168,88,256,266,261.51,43584.59
1220,GARFIELD 16,20,1,10,374,679,3,41,0.398,15,0.578,1037,0.72,0.72,0.821,0.66,0.821,0.66,17.895,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,42,19,61,62,61.34,46103.08
1330,GILPIN COUNTY RE-1,2,6,4,55,361,2,28,0.212,15,0.28,415,0.833,0.833,0.889,0.778,0.889,0.778,13.405,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,1,1,23,9,32,35,34.59,42603.78
1350,EAST GRAND 2,12,8,4,176,1072,11,21,0.178,15,0.34,1243,0.895,0.907,0.909,0.881,0.909,0.905,12.254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,16,102,102,97.53,45708.87
1360,GUNNISON WATERSHED RE1J,3,4,15,318,1608,1,38,0.191,15,0.265,1910,0.899,0.908,0.857,0.933,0.878,0.933,21.75857143,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,98,31,129,131,126.57,45779.31
1380,HINSDALE COUNTY RE 1,2,0,3,4,97,1,2,0.11,15,0.316,95,0.667,0.667,0,0.667,0,0.667,7.7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,8,3,11,12,13.92,35318.82
1390,HUERFANO RE-1,21,3,16,329,177,1,1,0.677,15,0.766,516,0.87,0.87,0.938,0.714,0.938,0.714,13.43,0,0,0,0,0,0,0,0,0,2,5,7,0,0,0,0,0,0,25,7,32,39,39.48,33639.65
1400,LA VETA RE-2,1,0,0,59,158,0,1,0.279,15,0.652,210,1,1,1,1,1,1,10.225,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,14,6,20,23,21.77,38449.13
1420,JEFFERSON COUNTY R-1,543,2661,985,21215,58074,155,3075,0.33,15,0.313,83760,0.829,0.846,0.856,0.804,0.871,0.821,20.24159509,17,11,28,33,11,44,2,7,9,240,68,308,4,2,6,58,16,74,"3,340","1,112","4,452","4,921",4787.25,54922.87
1430,EADS RE-1,0,0,0,20,149,1,1,0.129,15,0.405,153,1,1,1,1,1,1,9.886666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,6,20,20,18.08,35880.23
1440,PLAINVIEW RE-2,0,0,1,5,53,0,3,0.145,15,0.561,57,1,1,0,1,0,1,5.965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,10,10,10.42,31235.25
1450,ARRIBA-FLAGLER C-20,0,1,0,20,161,0,2,0.125,15,0.509,161,0.8,0.8,0.667,1,0.667,1,10.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,2,18,18,17.17,38173.86
1460,HI-PLAINS R-23,1,1,5,22,93,0,1,0.244,15,0.633,109,0.889,0.889,1,0.667,1,0.667,7.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,3,17,17,16.87,35282.25
1480,STRATTON R-4,4,0,0,43,169,0,1,0.221,15,0.555,182,0.857,0.857,0,1,0,1,10.44666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,5,19,19,18.89,31399.98
1490,BETHUNE R-5,0,4,0,37,69,0,3,0.389,15,0.724,105,1,1,1,1,1,1,7.91,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,10,6,16,18,14.28,38514.78
1500,BURLINGTON RE-6J,6,6,11,319,434,0,2,0.442,15,0.629,711,0.825,0.825,0.826,0.824,0.826,0.824,15.08666667,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,1,1,31,16,47,51,50.8,34623.47
1510,LAKE COUNTY R-1,7,1,1,750,305,0,10,0.716,15,0.744,968,0.718,0.732,0.795,0.625,0.795,0.656,39.2125,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,34,16,50,54,53.31,37892.05
1520,DURANGO 9-R,207,31,39,911,3355,0,154,0.286,15,0.305,4537,0.788,0.819,0.846,0.735,0.87,0.772,30.49,4,2,6,2,0,2,1,1,2,5,6,11,1,0,1,0,0,0,214,70,284,306,291.89,48974.67
1530,BAYFIELD 10 JT-R,33,10,1,203,1065,2,43,0.215,15,0.292,1318,0.777,0.883,0.756,0.796,0.889,0.878,14.49333333,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,67,25,92,94,91.85,46092.55
1540,IGNACIO 11 JT,215,8,1,309,274,2,48,0.68,15,0.566,857,0.698,0.736,0.769,0.63,0.808,0.667,12.75666667,0,0,0,0,0,0,0,0,0,6,4,10,0,0,0,1,1,2,40,15,55,67,65.61,40062.87
1550,POUDRE R-1,148,908,345,5345,21708,40,1033,0.265,15,0.312,28704,0.786,0.812,0.81,0.762,0.833,0.791,17.38942308,3,4,7,10,4,14,6,2,8,69,26,95,0,0,0,4,2,6,"1,262",428,"1,690","1,820",1714.65,53383.59
1560,THOMPSON R2-J,79,197,167,3222,11953,19,406,0.255,15,0.36,15484,0.775,0.787,0.827,0.729,0.83,0.748,17.55848485,3,0,3,5,4,9,0,0,0,24,10,34,0,0,0,0,0,0,645,229,874,920,868.4,48748.07
1570,ESTES PARK R-3,6,26,8,275,813,3,12,0.289,15,0.361,1106,0.902,0.939,0.971,0.851,0.971,0.915,21.56,0,0,0,0,0,0,1,0,1,3,2,5,1,0,1,1,0,1,59,23,82,90,81.47,46690.86
1580,TRINIDAD 1,12,4,8,782,226,2,6,0.783,15,0.739,1040,0.81,0.828,0.792,0.824,0.792,0.853,18.9775,0,0,0,0,0,0,0,0,0,14,2,16,4,1,5,3,0,3,21,10,31,55,55.23,45328.57
1590,PRIMERO REORGANIZED 2,0,0,1,97,104,0,1,0.488,15,0.508,191,0.875,0.875,0,0.875,0,0.875,11.165,1,0,1,1,0,1,0,0,0,5,1,6,0,0,0,0,0,0,8,3,11,19,17.83,40647.94
1600,HOEHNE REORGANIZED 3,2,3,1,183,165,0,5,0.54,15,0.426,359,0.889,0.926,0.882,0.9,0.941,0.9,16.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,7,25,25,21.33,48644.68
1620,AGUILAR REORGANIZED 6,0,0,0,75,49,0,0,0.605,15,0.798,109,0.571,0.571,0.667,0.5,0.667,0.5,10.575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,13,13,13.25,37428.24
1750,BRANSON REORGANIZED 82,2,1,20,80,343,0,18,0.261,15,0.253,463,0.706,0.765,0.739,0.636,0.783,0.727,12.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,2,30,30,29.89,38999.86
1760,KIM REORGANIZED 88,0,0,0,6,43,0,0,0.122,15,0.6,45,1,1,1,1,1,1,5.445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,11,11,9.73,28477.99
1780,GENOA-HUGO C113,4,0,3,9,164,0,0,0.089,15,0.481,160,0.818,0.909,0.833,0.8,1,0.8,9.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,2,18,18,18.72,36546.4
